nces_id,n_posts,total_engagement,total_likes,total_comments,total_shares,avg_engagement,median_engagement,p90_engagement,max_engagement,pct_with_image,pct_with_link,pct_with_text
4837830,403,13101,11597,1369,135,32.50868486352357,16.0,77.40000000000003,226,0.6600496277915633,0.13895781637717122,0.7543424317617866
1729940,400,10146,8605,1180,361,25.365,11.0,69.0,189,0.23,0.1875,0.945
3502370,400,7591,6106,937,548,18.9775,11.0,43.10000000000002,168,0.6225,0.3625,0.8575
4839300,402,20650,17757,2407,486,51.3681592039801,35.5,110.0,384,0.6293532338308457,0.10945273631840796,0.900497512437811
4221240,16,145,138,4,3,9.0625,6.0,19.5,42,0.6875,0.5,0.625
691037,199,2185,1732,253,200,10.979899497487438,6.0,23.0,122,0.5728643216080402,0.40703517587939697,0.7587939698492462
4027570,825,58979,50534,6240,2205,71.48969696969696,63.0,144.0,277,0.6896969696969697,0.22303030303030302,0.8315151515151515
3900175,434,707,669,24,14,1.6290322580645162,1.0,5.0,16,0.2350230414746544,0.09216589861751152,0.5414746543778802
3901298,198,542,470,67,5,2.7373737373737375,2.0,6.0,31,0.797979797979798,0.025252525252525252,0.7727272727272727
2700395,198,1765,1578,185,2,8.914141414141413,6.0,18.0,120,0.6565656565656566,0.020202020202020204,0.8838383838383839
4102940,1314,40748,32463,5606,2679,31.010654490106546,17.0,76.0,680,0.4604261796042618,0.2374429223744292,0.865296803652968
5006690,400,20923,19715,760,448,52.3075,43.5,103.0,313,0.425,0.3425,0.8425
4900015,400,4361,3935,373,53,10.9025,8.0,23.0,66,0.78,0.1775,0.8475
3704500,396,3902,3221,476,205,9.853535353535353,7.0,22.0,146,0.7146464646464646,0.19444444444444445,0.6767676767676768
3500125,400,23114,20016,923,2175,57.785,41.0,117.0,628,0.29,0.7075,0.995
2500533,402,3857,3745,88,24,9.59452736318408,5.0,16.0,536,0.7114427860696517,0.24129353233830847,0.8407960199004975
4224300,198,1305,1012,158,135,6.590909090909091,3.0,15.300000000000011,73,0.10606060606060606,0.7626262626262627,0.9646464646464646
2011400,226,1558,1341,130,87,6.893805309734513,1.0,24.0,126,0.38495575221238937,0.2168141592920354,0.43805309734513276
2000028,635,10031,9027,719,285,15.796850393700787,5.0,54.0,131,0.47401574803149604,0.33858267716535434,0.6645669291338583
1930930,223,6971,5801,539,631,31.260089686098656,19.0,69.0,271,0.35874439461883406,0.7982062780269058,0.7713004484304933
4225140,404,8832,7251,1272,309,21.861386138613863,12.0,54.69999999999999,211,0.6262376237623762,0.19554455445544555,0.7029702970297029
2931530,198,6188,5251,638,299,31.252525252525253,12.5,73.0,332,0.2828282828282828,0.4898989898989899,0.7777777777777778
1741550,423,9863,8565,803,495,23.31678486997636,16.0,53.0,240,0.6572104018912529,0.3664302600472813,0.8203309692671394
3400750,160,1167,1128,29,10,7.29375,3.0,21.099999999999994,66,0.0,0.6375,0.99375
3500116,200,1435,1210,158,67,7.175,5.0,16.0,34,0.52,0.24,0.855
4101200,402,6509,5930,417,162,16.191542288557216,12.0,33.0,148,0.4900497512437811,0.13930348258706468,0.6218905472636815
601441,45,52,50,2,0,1.1555555555555554,0.0,3.0,9,0.9333333333333333,0.044444444444444446,0.8888888888888888
2604260,391,24317,17695,3306,3316,62.191815856777495,32.0,156.0,692,0.27365728900255754,0.30179028132992325,0.578005115089514
2100750,198,19921,14142,2618,3161,100.61111111111111,70.5,185.4000000000001,1011,0.6060606060606061,0.2777777777777778,0.8838383838383839
3619950,198,5733,5338,349,46,28.954545454545453,20.0,65.0,161,0.5454545454545454,0.4696969696969697,0.8333333333333334
4900146,111,1059,978,53,28,9.54054054054054,7.0,20.0,48,0.5765765765765766,0.12612612612612611,0.6936936936936937
503450,409,11724,10304,945,475,28.665036674816626,19.0,65.0,245,0.6356968215158925,0.13202933985330073,0.7457212713936431
606060,215,800,700,79,21,3.7209302325581395,1.0,11.0,28,0.26976744186046514,0.42790697674418604,0.5534883720930233
2905910,404,8672,7082,1399,191,21.465346534653467,16.0,42.0,155,0.48514851485148514,0.10891089108910891,0.8341584158415841
1907980,405,12207,10760,1265,182,30.14074074074074,17.0,81.0,153,0.39753086419753086,0.12345679012345678,0.7012345679012346
3900307,200,7038,6156,825,57,35.19,24.0,80.0,134,0.7,0.12,0.855
4701020,141,86,81,3,2,0.6099290780141844,0.0,2.0,9,0.28368794326241137,0.6170212765957447,0.375886524822695
3904385,399,11049,8214,1033,1802,27.69172932330827,16.0,57.0,528,0.22807017543859648,0.6416040100250626,0.7418546365914787
3904386,207,12970,10069,1437,1464,62.65700483091788,42.0,131.40000000000003,599,0.3526570048309179,0.15458937198067632,0.8260869565217391
1301740,399,22289,14640,5432,2217,55.86215538847118,25.0,138.79999999999995,908,0.6240601503759399,0.5839598997493735,0.9949874686716792
3904387,204,20730,17754,2088,888,101.61764705882354,64.0,220.2000000000001,761,0.5686274509803921,0.35294117647058826,0.9509803921568627
3609930,399,9044,7685,891,468,22.666666666666668,17.0,48.0,136,0.43107769423558895,0.5037593984962406,0.7192982456140351
2801410,106,703,472,178,53,6.632075471698113,3.0,16.5,39,0.5754716981132075,0.19811320754716982,0.42452830188679247
3404410,202,1094,961,113,20,5.415841584158416,3.0,14.900000000000006,54,0.6831683168316832,0.16336633663366337,0.8811881188118812
4104530,804,15600,13412,1586,602,19.402985074626866,10.0,49.0,178,0.41044776119402987,0.17164179104477612,0.845771144278607
1800054,201,734,691,25,18,3.6517412935323383,2.0,9.0,33,0.3880597014925373,0.1791044776119403,0.7910447761194029
1713530,199,3621,1979,70,1572,18.195979899497488,10.0,44.0,169,0.020100502512562814,0.8994974874371859,0.9246231155778895
2714220,201,8330,7789,393,148,41.44278606965174,25.0,102.0,217,0.4925373134328358,0.4577114427860697,0.8805970149253731
600011,53,59,43,4,12,1.1132075471698113,0.0,2.8000000000000043,14,0.2641509433962264,0.5471698113207547,0.5849056603773585
4210070,399,23382,20395,2570,417,58.6015037593985,43.0,125.59999999999997,311,0.556390977443609,0.39849624060150374,0.924812030075188
4900062,104,1408,1204,59,145,13.538461538461538,8.0,36.7,118,0.7788461538461539,0.15384615384615385,0.8076923076923077
2625800,205,6247,5475,487,285,30.473170731707317,14.0,81.6,267,0.23902439024390243,0.2,0.7463414634146341
2314808,202,2083,1620,121,342,10.311881188118813,7.0,23.900000000000006,84,0.47029702970297027,0.4801980198019802,0.8465346534653465
4012900,198,4165,3404,394,367,21.035353535353536,13.0,49.0,129,0.3939393939393939,0.15656565656565657,0.6464646464646465
1903960,200,5044,4431,432,181,25.22,8.0,72.1,223,0.44,0.205,0.77
5101890,798,78808,65395,11708,1705,98.75689223057644,42.0,229.60000000000014,4425,0.5413533834586466,0.32205513784461154,0.6654135338345865
2917000,400,11455,9850,797,808,28.6375,21.0,61.10000000000002,253,0.655,0.1,0.93
4824930,800,52433,45706,5797,930,65.54125,51.0,138.10000000000002,537,0.5625,0.26125,0.905
3600961,200,206,191,11,4,1.03,1.0,2.0999999999999943,11,0.835,0.5,0.925
200001,204,11738,6448,4282,1008,57.53921568627451,24.0,90.70000000000002,2816,0.47058823529411764,0.2549019607843137,0.6617647058823529
4213110,211,12068,11020,638,410,57.19431279620853,37.0,119.0,325,0.6303317535545023,0.4834123222748815,0.7014218009478673
4826470,402,32418,28211,3633,574,80.64179104477611,38.5,215.50000000000017,909,0.5199004975124378,0.2835820895522388,0.7213930348258707
624720,198,525,487,30,8,2.6515151515151514,2.0,7.0,20,0.30808080808080807,0.601010101010101,0.98989898989899
1726850,198,4381,3829,526,26,22.126262626262626,12.5,53.60000000000002,149,0.8131313131313131,0.050505050505050504,0.9848484848484849
3900488,198,813,709,63,41,4.106060606060606,2.0,9.0,58,0.494949494949495,0.4393939393939394,0.8939393939393939
1808250,112,3115,2775,211,129,27.8125,17.0,62.400000000000034,237,0.4107142857142857,0.25892857142857145,0.75
1727710,404,13937,12380,889,668,34.49752475247525,16.0,78.69999999999999,338,0.5222772277227723,0.5420792079207921,0.8836633663366337
1812240,413,23139,20028,2168,943,56.026634382566584,29.0,150.60000000000002,603,0.5326876513317191,0.29782082324455206,0.8111380145278451
3621330,204,8053,7059,642,352,39.47549019607843,28.0,85.0,260,0.7401960784313726,0.2696078431372549,0.8382352941176471
903120,198,4460,3213,509,738,22.525252525252526,14.0,55.0,169,0.3383838383838384,0.4494949494949495,0.9141414141414141
4217940,405,19663,16319,2984,360,48.550617283950615,10.0,139.80000000000007,1457,0.5037037037037037,0.38271604938271603,0.8320987654320988
4021930,450,6527,5094,781,652,14.504444444444445,5.0,44.0,155,0.17333333333333334,0.2311111111111111,0.8066666666666666
3174430,198,858,536,54,268,4.333333333333333,1.0,9.0,109,0.0,1.0,1.0
3904555,399,17261,14086,1552,1623,43.26065162907268,27.0,105.59999999999997,298,0.44110275689223055,0.40350877192982454,0.9273182957393483
3616980,208,6994,5755,813,426,33.625,20.0,77.60000000000002,315,0.5240384615384616,0.1971153846153846,0.7980769230769231
3814940,402,5952,5341,529,82,14.805970149253731,8.0,40.0,113,0.5124378109452736,0.12189054726368159,0.6119402985074627
5306570,401,26571,23276,2740,555,66.26184538653366,36.0,147.0,1005,0.7381546134663342,0.5361596009975063,0.8753117206982544
1201530,398,136581,103755,26447,6379,343.1683417085427,217.0,693.8000000000002,10659,0.30402010050251255,0.17336683417085427,0.8768844221105527
4200882,398,3616,2566,920,130,9.085427135678392,5.0,21.0,348,0.48743718592964824,0.22613065326633167,0.7964824120603015
3904970,199,1163,948,207,8,5.844221105527638,3.0,8.0,250,0.10552763819095477,0.02512562814070352,0.10050251256281408
511850,398,9976,8741,1058,177,25.065326633165828,16.0,55.0,170,0.8542713567839196,0.3869346733668342,0.9120603015075377
2510080,840,24190,22534,1529,127,28.797619047619047,19.0,77.0,302,0.6273809523809524,0.08095238095238096,0.7392857142857143
2803830,798,17955,14802,2861,292,22.5,11.0,57.0,214,0.9085213032581454,0.3383458646616541,0.9874686716791979
2600950,199,998,929,58,11,5.015075376884422,1.0,16.200000000000017,31,0.5326633165829145,0.3969849246231156,0.8542713567839196
504370,204,6608,4681,1612,315,32.3921568627451,22.5,80.70000000000002,239,0.39705882352941174,0.11274509803921569,0.5784313725490197
3624240,183,1168,1061,107,0,6.382513661202186,3.0,15.800000000000011,55,0.7868852459016393,0.22950819672131148,0.9180327868852459
3414550,414,17999,14327,2808,864,43.47584541062802,15.0,98.69999999999999,320,0.46618357487922707,0.4468599033816425,0.7801932367149759
633930,405,6929,5172,1659,98,17.108641975308643,11.0,34.60000000000002,352,0.6172839506172839,0.24444444444444444,0.9629629629629629
4026790,223,7641,5666,855,1120,34.26457399103139,15.0,90.0,348,0.47085201793721976,0.21973094170403587,0.820627802690583
4839030,407,8368,7499,663,206,20.56019656019656,13.0,52.0,252,0.28501228501228504,0.10810810810810811,0.9017199017199017
4838760,424,845,701,113,31,1.9929245283018868,1.0,4.0,55,0.5566037735849056,0.1650943396226415,0.12264150943396226
4841350,405,16014,13455,2003,556,39.54074074074074,26.0,93.20000000000005,313,0.6987654320987654,0.18518518518518517,0.9012345679012346
3415330,148,478,426,37,15,3.22972972972973,1.0,7.0,83,0.6283783783783784,0.722972972972973,0.8648648648648649
4840800,399,6928,5854,915,159,17.36340852130326,8.0,44.19999999999999,169,0.543859649122807,0.15789473684210525,0.8270676691729323
637290,198,957,830,78,49,4.833333333333333,4.0,10.300000000000011,42,0.36363636363636365,0.3888888888888889,0.6919191919191919
2927630,400,13850,11862,874,1114,34.625,32.0,63.0,194,0.4775,0.41,0.5325
1900024,203,3485,3098,263,124,17.167487684729064,11.0,41.80000000000001,99,0.3251231527093596,0.09852216748768473,0.8571428571428571
806810,403,2085,1684,83,318,5.173697270471464,3.0,13.0,53,0.44168734491315137,0.6724565756823822,0.9379652605459057
1722130,397,4670,4290,320,60,11.7632241813602,7.0,27.400000000000034,100,0.5314861460957179,0.07304785894206549,0.8740554156171285
2600019,245,6200,5169,890,141,25.306122448979593,12.0,83.79999999999998,159,0.22040816326530613,0.27755102040816326,0.6163265306122448
5103780,39,32,24,5,3,0.8205128205128205,0.0,2.200000000000003,5,0.1282051282051282,0.41025641025641024,0.9230769230769231
4111940,356,7908,7003,544,361,22.213483146067414,14.0,51.0,193,0.6235955056179775,0.14325842696629212,0.7668539325842697
4842990,400,13235,11251,1814,170,33.0875,24.0,65.10000000000002,450,0.7075,0.1525,0.835
600047,199,5883,4496,696,691,29.56281407035176,19.0,58.80000000000007,363,0.6080402010050251,0.32160804020100503,0.7035175879396985
1739480,199,1356,1169,104,83,6.814070351758794,3.0,20.0,55,0.3015075376884422,0.24120603015075376,0.7487437185929648
4644940,619,16251,14826,836,589,26.253634894991922,17.0,66.0,171,0.6138933764135702,0.2649434571890145,0.7883683360258481
4102160,403,3882,3377,489,16,9.632754342431761,6.0,21.80000000000001,47,0.6228287841191067,0.22332506203473945,0.8933002481389578
4672450,202,1632,1447,108,77,8.07920792079208,3.0,25.0,84,0.11386138613861387,0.40594059405940597,0.7970297029702971
2009480,653,7604,6633,654,317,11.644716692189892,4.0,34.0,99,0.4900459418070444,0.11179173047473201,0.8346094946401225
1305390,204,5316,4334,796,186,26.058823529411764,12.0,61.400000000000034,221,0.4411764705882353,0.36764705882352944,0.7990196078431373
4704350,398,27682,18717,4195,4770,69.55276381909547,40.5,159.90000000000003,1613,0.6582914572864321,0.14321608040201006,0.7914572864321608
2600271,198,173,138,27,8,0.8737373737373737,0.0,2.0,23,0.40404040404040403,0.6212121212121212,0.8383838383838383
1741280,199,3242,2925,282,35,16.29145728643216,9.0,41.400000000000034,85,0.7587939698492462,0.06532663316582915,0.8793969849246231
3418210,112,3293,3002,211,80,29.401785714285715,20.5,57.900000000000006,246,0.7142857142857143,0.08928571428571429,0.9553571428571429
3417640,198,4763,3409,1254,100,24.055555555555557,14.0,49.900000000000034,452,0.7323232323232324,0.25757575757575757,0.8535353535353535
807410,200,691,651,35,5,3.455,2.0,9.0,24,0.195,0.035,0.525
2501800,198,7560,6880,541,139,38.18181818181818,29.0,81.90000000000003,188,0.48484848484848486,0.18181818181818182,0.7575757575757576
400520,198,1857,1469,305,83,9.378787878787879,7.0,20.0,104,0.25252525252525254,0.18181818181818182,0.5353535353535354
4900023,406,3866,3584,185,97,9.52216748768473,5.0,20.0,304,0.22413793103448276,0.20689655172413793,0.6182266009852216
1705880,399,8701,8049,558,94,21.80701754385965,17.0,46.19999999999999,142,0.6115288220551378,0.3208020050125313,0.8822055137844611
2704470,199,7829,7089,518,222,39.34170854271357,24.0,100.0,331,0.5979899497487438,0.21105527638190955,0.8542713567839196
1705970,497,4435,3711,587,137,8.92354124748491,4.0,24.0,88,0.28169014084507044,0.13078470824949698,0.6881287726358148
4811280,402,9101,7385,858,858,22.639303482587064,13.0,54.0,213,0.599502487562189,0.48258706467661694,0.8009950248756219
2905880,362,3640,3189,363,88,10.05524861878453,5.0,27.0,50,0.5828729281767956,0.4005524861878453,0.925414364640884
605910,398,18277,15967,1804,506,45.92211055276382,34.0,91.0,481,0.5954773869346733,0.23869346733668342,0.9522613065326633
1100055,199,1914,1853,34,27,9.618090452261306,8.0,19.200000000000017,36,0.5175879396984925,0.19597989949748743,0.9246231155778895
3400782,198,973,920,24,29,4.914141414141414,4.0,9.0,51,0.7727272727272727,0.15656565656565657,0.8434343434343434
3600159,139,1907,1623,116,168,13.719424460431656,9.0,26.0,161,0.460431654676259,0.48201438848920863,0.8848920863309353
4801417,403,7117,5772,735,610,17.66004962779156,11.0,40.0,140,0.3076923076923077,0.18362282878411912,0.7617866004962779
5301660,624,1902,1473,219,210,3.048076923076923,1.0,7.0,78,0.15865384615384615,0.36217948717948717,0.44871794871794873
1713940,207,137,126,7,4,0.6618357487922706,1.0,2.0,4,0.6521739130434783,0.6714975845410628,0.9130434782608695
3900250,400,23850,19705,1958,2187,59.625,20.0,78.0,2356,0.345,0.345,0.98
3609060,198,7346,5998,1197,151,37.101010101010104,23.0,86.90000000000003,193,0.7575757575757576,0.20707070707070707,0.8636363636363636
3403900,404,18971,16040,1950,981,46.95792079207921,34.0,96.69999999999999,448,0.6014851485148515,0.3118811881188119,0.9554455445544554
4207560,399,18471,15876,1952,643,46.29323308270677,30.0,108.0,289,0.6616541353383458,0.11528822055137844,0.6516290726817042
4678300,601,13876,12820,883,173,23.088186356073212,11.0,60.0,267,0.697171381031614,0.1930116472545757,0.78369384359401
3904841,198,4473,3605,169,699,22.59090909090909,10.0,53.30000000000001,294,0.23232323232323232,0.37373737373737376,0.7525252525252525
2711460,200,2231,1967,174,90,11.155,6.0,30.19999999999999,66,0.57,0.195,0.845
1714050,198,2325,2001,145,179,11.742424242424242,3.5,29.30000000000001,199,0.1717171717171717,0.7828282828282829,0.2676767676767677
4819380,441,38449,30754,4129,3566,87.1859410430839,61.0,192.0,941,0.4988662131519274,0.2834467120181406,0.9410430839002267
5101350,408,12641,11556,476,609,30.982843137254903,22.0,65.30000000000001,278,0.37745098039215685,0.25735294117647056,0.8848039215686274
3904978,198,1982,1537,152,293,10.01010101010101,4.0,29.30000000000001,106,0.015151515151515152,0.7676767676767676,0.5757575757575758
2712240,401,13530,12031,1064,435,33.74064837905237,12.0,101.0,575,0.5586034912718204,0.40648379052369077,0.6184538653366584
4200141,398,10079,9264,379,436,25.324120603015075,21.0,50.30000000000001,139,0.4623115577889447,0.33668341708542715,0.914572864321608
506870,460,8929,7693,581,655,19.410869565217393,11.0,49.0,176,0.34782608695652173,0.17608695652173914,0.40217391304347827
3904623,400,28160,24595,3140,425,70.4,63.0,143.20000000000005,410,0.68,0.2275,0.955
2007800,199,907,805,53,49,4.557788944723618,2.0,11.200000000000017,57,0.03015075376884422,0.08040201005025126,0.9698492462311558
3171940,413,16496,14259,1877,360,39.94188861985472,19.0,97.0,212,0.513317191283293,0.27602905569007263,0.7336561743341404
617340,198,935,691,39,205,4.722222222222222,3.0,10.0,48,0.020202020202020204,0.9595959595959596,0.98989898989899
3904985,198,13561,12246,1111,204,68.48989898989899,45.0,145.3,484,0.494949494949495,0.2777777777777778,0.8838383838383839
1601570,198,16890,12035,2000,2855,85.3030303030303,54.5,188.60000000000002,927,0.3434343434343434,0.6262626262626263,0.8232323232323232
2619800,399,19352,17283,1894,175,48.50125313283208,42.0,108.0,265,0.7719298245614035,0.040100250626566414,0.9448621553884712
2916290,205,4708,3645,253,810,22.965853658536584,16.0,49.19999999999999,300,0.6097560975609756,0.35609756097560974,0.6439024390243903
1720430,400,16235,14190,1288,757,40.5875,27.0,89.10000000000002,311,0.48,0.305,0.995
102040,206,9050,6647,1116,1287,43.932038834951456,24.5,104.5,516,0.6504854368932039,0.3106796116504854,0.7475728155339806
3408400,399,9467,8658,596,213,23.726817042606516,12.0,55.599999999999966,290,0.543859649122807,0.543859649122807,0.9724310776942355
4017250,824,28178,20354,3314,4510,34.19660194174757,18.0,80.70000000000005,375,0.5303398058252428,0.3895631067961165,0.912621359223301
3618080,137,2123,1823,166,134,15.496350364963504,10.0,36.400000000000006,73,0.6058394160583942,0.3357664233576642,0.927007299270073
4214430,198,7623,6192,887,544,38.5,20.0,102.0,244,0.20707070707070707,0.18686868686868688,0.797979797979798
4107980,404,3054,2605,368,81,7.5594059405940595,1.5,22.69999999999999,230,0.19554455445544555,0.5544554455445545,0.8960396039603961
4019560,812,18099,14938,1768,1393,22.289408866995075,9.5,62.89999999999998,220,0.6576354679802956,0.17733990147783252,0.7992610837438424
2009360,199,4001,3328,393,280,20.105527638190956,17.0,42.0,150,0.37185929648241206,0.23618090452261306,0.8140703517587939
2200291,78,205,183,13,9,2.628205128205128,1.0,8.0,12,0.7051282051282052,0.23076923076923078,0.6025641025641025
4702820,207,13759,10078,2412,1269,66.46859903381643,41.0,143.00000000000003,671,0.5942028985507246,0.27053140096618356,0.7342995169082126
2400480,400,18463,10964,1404,6095,46.1575,21.0,97.50000000000011,1863,0.3025,0.865,0.9175
3500153,200,4949,4001,899,49,24.745,10.0,84.1,132,0.25,0.185,0.905
4669930,811,24343,21170,2548,625,30.016029593094945,18.0,67.0,331,0.5819975339087546,0.13316892725030827,0.6794081381011098
1812360,199,5154,3294,451,1409,25.899497487437184,14.0,53.20000000000002,808,0.5276381909547738,0.4271356783919598,0.949748743718593
4900600,810,28383,25236,2671,476,35.04074074074074,25.0,79.0,297,0.7024691358024692,0.2740740740740741,0.8864197530864197
4020970,546,20324,14001,2518,3805,37.223443223443226,20.0,88.5,511,0.5054945054945055,0.336996336996337,0.8589743589743589
3901487,146,157,112,39,6,1.0753424657534247,0.0,3.0,24,0.3219178082191781,0.1780821917808219,0.6575342465753424
4008070,199,4755,3398,297,1060,23.894472361809044,15.0,58.20000000000002,226,0.5025125628140703,0.44221105527638194,0.9246231155778895
4023190,398,115629,109262,6216,151,290.5251256281407,229.0,602.6,2627,0.949748743718593,0.44974874371859297,0.9798994974874372
2628020,404,10591,9091,1039,461,26.215346534653467,14.0,65.79999999999995,293,0.4504950495049505,0.1905940594059406,0.7797029702970297
3700104,398,17678,15714,1630,334,44.41708542713568,32.0,86.30000000000001,410,0.5376884422110553,0.1658291457286432,0.6984924623115578
2728320,418,18955,16591,1060,1304,45.34688995215311,31.5,103.0,237,0.4019138755980861,0.3444976076555024,0.5861244019138756
1731710,351,7728,6430,901,397,22.017094017094017,10.0,53.0,304,0.3076923076923077,0.2792022792022792,0.8945868945868946
100195,398,30231,27427,2378,426,75.9572864321608,66.0,143.20000000000005,367,0.7939698492462312,0.1658291457286432,0.9095477386934674
1808910,402,19621,15069,3494,1058,48.808457711442784,30.0,114.0,594,0.5422885572139303,0.31094527363184077,0.572139303482587
3624360,214,2151,1649,200,302,10.051401869158878,3.0,23.400000000000034,111,0.3317757009345794,0.411214953271028,0.5
2200201,200,1737,1471,109,157,8.685,4.0,16.0,220,0.655,0.355,0.605
4800283,399,1880,1652,181,47,4.711779448621554,3.0,12.0,45,0.8095238095238095,0.14786967418546365,0.9047619047619048
4839150,406,11450,9352,1696,402,28.201970443349754,18.0,68.0,192,0.3472906403940887,0.14039408866995073,0.6280788177339901
634425,200,4204,3954,241,9,21.02,18.0,40.099999999999994,131,0.815,0.125,0.885
1201650,202,9375,6457,1808,1110,46.41089108910891,22.0,117.80000000000001,472,0.4405940594059406,0.35148514851485146,0.7079207920792079
3625800,400,25504,21806,3397,301,63.76,38.0,157.0,572,0.755,0.2275,0.8525
1926730,215,1790,1691,73,26,8.325581395348838,4.0,23.0,79,0.5395348837209303,0.21395348837209302,0.4418604651162791
4222200,198,6417,5244,763,410,32.40909090909091,23.0,74.90000000000003,198,0.6414141414141414,0.16161616161616163,0.7676767676767676
2703030,282,7288,6498,624,166,25.843971631205672,20.5,53.900000000000006,188,0.6453900709219859,0.18439716312056736,0.7801418439716312
3700114,199,3555,3396,114,45,17.8643216080402,10.0,48.0,99,0.6482412060301508,0.19597989949748743,0.8894472361809045
4401020,435,8383,7066,701,616,19.27126436781609,8.0,46.0,367,0.6045977011494252,0.542528735632184,0.7885057471264367
2929490,405,12544,10976,1445,123,30.97283950617284,16.0,84.0,206,0.654320987654321,0.1308641975308642,0.9234567901234568
2201500,400,4671,3343,827,501,11.6775,3.0,24.100000000000023,226,0.7525,0.2925,0.5575
2633030,35,463,398,39,26,13.228571428571428,12.0,23.200000000000003,54,0.05714285714285714,0.17142857142857143,0.6571428571428571
4843230,875,7986,6658,543,785,9.126857142857142,5.0,23.600000000000023,92,0.44342857142857145,0.28114285714285714,0.31314285714285717
4843260,148,2281,2180,69,32,15.412162162162161,11.0,29.200000000000045,82,0.7972972972972973,0.40540540540540543,0.8716216216216216
4030240,799,10779,7351,1625,1803,13.49061326658323,6.0,33.0,252,0.5894868585732165,0.5181476846057572,0.8297872340425532
1100102,198,607,557,48,2,3.0656565656565657,2.0,7.0,27,0.5454545454545454,0.1111111111111111,0.8535353535353535
3630030,198,14100,12238,1728,134,71.21212121212122,49.5,146.60000000000002,496,0.6717171717171717,0.25757575757575757,0.9191919191919192
4844710,404,7361,6227,851,283,18.22029702970297,7.0,54.39999999999998,164,0.1905940594059406,0.20297029702970298,0.6212871287128713
641790,199,4203,3572,539,92,21.12060301507538,17.0,43.400000000000034,93,0.47738693467336685,0.22613065326633167,0.7688442211055276
2636300,198,13709,11975,1236,498,69.23737373737374,47.5,151.80000000000007,535,0.4696969696969697,0.31313131313131315,0.8686868686868687
5309750,330,831,560,56,215,2.518181818181818,1.0,7.0,42,0.22727272727272727,0.22121212121212122,0.6181818181818182
642450,199,2679,2464,171,44,13.462311557788945,10.0,31.0,75,0.8492462311557789,0.2864321608040201,0.914572864321608
904950,198,10195,7947,2051,197,51.48989898989899,38.0,108.0,183,0.601010101010101,0.31313131313131315,0.8737373737373737
603000,404,1349,1219,86,44,3.339108910891089,1.0,5.0,110,0.504950495049505,0.6287128712871287,0.8143564356435643
400866,398,5555,4808,711,36,13.957286432160805,9.0,34.0,90,0.6306532663316583,0.23366834170854273,0.8366834170854272
400832,399,3052,2771,276,5,7.649122807017544,5.0,17.0,70,0.6992481203007519,0.3483709273182957,0.9699248120300752
4000014,205,3386,2927,366,93,16.517073170731706,10.0,40.0,186,0.36097560975609755,0.12195121951219512,0.6097560975609756
2607170,392,4977,4272,539,166,12.696428571428571,4.0,38.900000000000034,154,0.2780612244897959,0.12244897959183673,0.6147959183673469
5008224,402,16759,14513,1921,325,41.68905472636816,29.0,98.30000000000024,201,0.47761194029850745,0.05223880597014925,0.8009950248756219
3601100,403,3131,3002,87,42,7.769230769230769,5.0,15.0,505,0.5384615384615384,0.4739454094292804,0.9627791563275434
4006930,200,3393,3048,279,66,16.965,13.0,35.0,188,0.565,0.045,0.815
1708430,198,8731,7759,473,499,44.0959595959596,29.0,104.0,246,0.6313131313131313,0.31313131313131315,0.9696969696969697
3104870,398,4538,3973,468,97,11.402010050251256,4.0,31.600000000000023,124,0.1984924623115578,0.12060301507537688,0.9874371859296482
609850,399,15760,12315,3020,425,39.49874686716792,19.0,97.59999999999997,459,0.6491228070175439,0.5538847117794486,0.9373433583959899
609070,398,17114,13759,2389,966,43.0,29.0,82.0,934,0.7688442211055276,0.16331658291457288,0.871859296482412
1710530,200,3250,2686,175,389,16.25,9.0,35.099999999999994,243,0.66,0.625,0.775
4206240,803,52304,45514,4596,2194,65.13574097135741,41.0,147.60000000000014,556,0.6500622665006227,0.21046077210460773,0.9215442092154421
409250,423,1831,1602,177,52,4.328605200945627,2.0,12.0,65,0.5342789598108747,0.2624113475177305,0.6761229314420804
2911550,429,11398,10236,796,366,26.568764568764568,15.0,69.0,192,0.4428904428904429,0.17016317016317017,0.7995337995337995
2101440,438,11588,9668,1419,501,26.45662100456621,11.0,72.90000000000003,193,0.5799086757990868,0.22146118721461186,0.6735159817351598
1714250,403,3780,3119,636,25,9.379652605459057,7.0,22.0,74,0.24813895781637718,0.11910669975186104,0.8064516129032258
3700035,204,10327,8716,1542,69,50.622549019607845,42.5,94.0,123,0.7058823529411765,0.09803921568627451,0.9803921568627451
5300001,408,22234,19803,1869,562,54.495098039215684,33.0,123.0,832,0.4803921568627451,0.20098039215686275,0.7058823529411765
4210230,398,6910,5988,562,360,17.36180904522613,6.0,39.30000000000001,281,0.5402010050251256,0.4899497487437186,0.7738693467336684
400760,200,1326,1118,179,29,6.63,3.0,16.099999999999994,81,0.57,0.365,0.93
2700148,201,5201,4636,345,220,25.875621890547265,17.0,62.0,157,0.6368159203980099,0.1691542288557214,0.9104477611940298
3901588,198,1955,1762,81,112,9.873737373737374,8.0,21.30000000000001,63,0.29797979797979796,0.3838383838383838,0.6313131313131313
3600067,198,2980,2419,398,163,15.05050505050505,11.0,30.30000000000001,76,0.3282828282828283,0.25757575757575757,0.8282828282828283
