nces_id,n_posts,total_engagement,total_likes,total_comments,total_shares,avg_engagement,median_engagement,p90_engagement,max_engagement,pct_with_image,pct_with_link,pct_with_text
2713860,214,8284,7636,598,50,38.71028037383178,24.5,90.90000000000012,271,0.7149532710280374,0.2336448598130841,0.8738317757009346
2103030,639,17073,14740,1521,812,26.718309859154928,7.0,84.20000000000005,453,0.5539906103286385,0.3286384976525822,0.7652582159624414
403990,198,6178,4782,1197,199,31.2020202020202,23.0,69.0,194,0.6565656565656566,0.4595959595959596,0.9595959595959596
3616230,198,13171,10485,1945,741,66.52020202020202,40.5,163.3,704,0.7727272727272727,0.6919191919191919,0.8888888888888888
691078,400,2857,2401,127,329,7.1425,5.0,15.0,65,0.4675,0.525,0.9375
1721600,405,2330,2032,207,91,5.753086419753086,3.0,14.0,100,0.4123456790123457,0.2814814814814815,0.6790123456790124
805130,404,14244,10467,2606,1171,35.257425742574256,14.0,85.49999999999994,1097,0.6658415841584159,0.19801980198019803,0.6856435643564357
2507020,399,20622,16049,2558,2015,51.68421052631579,29.0,121.39999999999998,406,0.656641604010025,0.531328320802005,0.8721804511278195
2700125,431,15160,14090,757,313,35.17401392111369,18.0,87.0,311,0.46867749419953597,0.271461716937355,0.691415313225058
2918300,203,20669,17935,2389,345,101.81773399014779,56.0,254.8,721,0.5862068965517241,0.4187192118226601,0.9113300492610837
400954,198,2953,2116,797,40,14.914141414141413,10.0,28.0,237,0.4595959595959596,0.25252525252525254,0.8282828282828283
623040,110,624,491,122,11,5.672727272727273,4.0,13.100000000000009,28,0.6909090909090909,0.16363636363636364,0.8454545454545455
623080,204,4763,4375,307,81,23.348039215686274,17.0,52.70000000000002,187,0.6764705882352942,0.25980392156862747,0.8529411764705882
2103630,423,13108,10484,1822,802,30.988179669030732,17.0,78.80000000000001,347,0.49645390070921985,0.25059101654846333,0.7848699763593381
2623610,200,7034,5714,799,521,35.17,21.0,88.1,206,0.585,0.245,0.865
509480,209,2981,2252,514,215,14.263157894736842,5.0,37.80000000000007,124,0.14832535885167464,0.17703349282296652,0.6698564593301436
4830480,399,6589,6035,474,80,16.51378446115288,12.0,37.0,96,0.49874686716791977,0.09022556390977443,0.7017543859649122
4019860,450,13709,10460,1413,1836,30.464444444444446,20.5,68.0,302,0.43777777777777777,0.2577777777777778,0.7755555555555556
2920640,76,23,21,2,0,0.3026315789473684,0.0,1.0,3,0.868421052631579,0.9473684210526315,0.9736842105263158
2509030,96,840,815,22,3,8.75,4.0,16.5,98,0.20833333333333334,0.11458333333333333,0.9479166666666666
805880,208,3617,3011,492,114,17.389423076923077,9.0,39.60000000000002,121,0.4423076923076923,0.25,0.8557692307692307
627720,399,9971,7400,2139,432,24.98997493734336,12.0,55.0,994,0.45864661654135336,0.44360902255639095,0.7268170426065163
400097,199,1527,1389,88,50,7.673366834170854,3.0,25.200000000000017,66,0.48743718592964824,0.3165829145728643,0.6532663316582915
3621240,203,11606,6584,2956,2066,57.172413793103445,31.0,148.40000000000003,327,0.21674876847290642,0.5714285714285714,0.7733990147783252
4834320,398,398984,383604,10309,5071,1002.4723618090452,98.0,413.4000000000001,330859,0.5904522613065326,0.4396984924623116,0.8467336683417085
2803510,408,7397,5493,1032,872,18.129901960784313,13.0,36.30000000000001,291,0.6078431372549019,0.16666666666666666,0.23529411764705882
3622500,398,17424,15458,1607,359,43.778894472361806,38.0,81.30000000000001,315,0.535175879396985,0.1457286432160804,0.7713567839195979
3400087,200,1153,949,90,114,5.765,2.0,12.099999999999994,85,0.565,0.425,0.81
3104950,617,15520,14343,839,338,25.153970826580228,11.0,67.0,257,0.5283630470016207,0.2479740680713128,0.826580226904376
2926070,403,28408,25073,3067,268,70.49131513647643,42.0,178.0,611,0.7096774193548387,0.3970223325062035,0.7196029776674938
631980,108,760,508,158,94,7.037037037037037,3.0,19.0,79,0.46296296296296297,0.14814814814814814,0.6296296296296297
2700163,202,6083,5447,565,71,30.113861386138613,12.5,79.0,171,0.6683168316831684,0.10891089108910891,0.6237623762376238
2509990,399,1197,921,47,229,3.0,0.0,7.0,89,0.0,0.5012531328320802,0.5012531328320802
4220040,598,52798,44928,7120,750,88.29096989966555,45.5,197.30000000000007,3163,0.6588628762541806,0.22408026755852842,0.8979933110367893
4836570,334,3721,3359,282,80,11.140718562874252,8.0,23.0,106,0.44011976047904194,0.11077844311377245,0.9550898203592815
